0,1,2,3,4,5,6,7,8,9
            今天坚持锻炼第五天，白带依然很黄，而且外阴有灼热感，心情不太美丽,,                        ,        ,        ,,,,,
            用了瑞贝生一盒，肚子不痛了，依然白带发黄，有灼热感，今天来姨妈了，药也要停用了，感觉有座山压的自己好难过,,,,,,,,,
            楼主现在好了吗,,                        ,        ,        ,,,,,
            楼主你好了吗？怎么治疗的？,,                        ,        ,        ,,,,,
            你做阴道镜了吗,,                        ,        ,        ,,,,,
            同病相怜！！我也是性交出血查了一下43 阳性！你查tct可吗？,,                        ,        ,        ,,,,,
            我有43,,                        ,        ,        ,,,,,
            我刚查出来43阳性，DNA检查有不典型细胞，也心情不爽，开了干扰素和妇科的栓，用三个月复查，大家现在都康复了吗，这个一般来源是啥啊，以后好多注意。,,                        ,        ,        ,,,,,
            我是42 樓主好了嗎,,                        ,        ,        ,,,,,
            我活检低度病变，本来医生说可以保守治疗，可是看了我的e6e7报告就说还是做个leep比较稳妥。有人做过这个检查吗。,,,,,,,,,
            没有人做过这个检查吗？,,                        ,        ,        ,,,,,
            医生就说我转录物太高了。将近2万了,,                        ,        ,        ,,,,,
            有没有姐妹做了这个检查,,,,,,,,,
            你这个？？医生咋说的,,                        ,        ,        ,,,,,
            就是让我leep。说转录物太高，怕正常细胞被癌基因整合。医生这样说，我也不太懂。,,                        ,        ,        ,,,,,
            你这个都查几个月了，可以重新查一次再决定是否手术,,                        ,        ,        ,,,,,
            你好啊，你这都这个长时间的检查，为什么现在才开始想办法处理啊，我还没有活检，是16高危，急死了,,                        ,        ,        ,,,,,
            我这边有个中医说需要清病毒，费用下来得2万多，我有点承受不住，我在等活检结果，等结果出来在做打算,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            吃不好,,                        ,        ,        ,,,,,
            崩溃了都,,                        ,        ,        ,,,,,
            睡不着阿睡不着！！！！！,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            去大医院看，不要去小的,,                        ,        ,        ,,,,,
            当时没有太当回事，前两天在检康做hpv检查，查出来52阳性，不知道咋办了,,,,,,,,,
            会不会传染给男人,,                        ,        ,        ,,,,,
            欣维安姬松茸被视为一种强有力抵抗滤过性病毒的物质，它能防止病毒和有害物体进入身体脆弱的组织，它能促进免疫系统功能。欣维安姬松茸具有提高免疫力、抑制肿瘤的效用。日本东京大学医学部等单位的临床试验也证实；姬松茸提取物对提高人体免疫力居各药用抗癌真菌之首。,,,,,,,,,
            转阴后要多久不复发才算是真正的可以放心，,,,,,,,,,
            转阴后打疫苗啊,,                        ,        ,        ,,,,,
            我也是担心不知道会不会复发，转阴后都半年复查一次。还是有阴影。12月份第二个半年了，还是坚持再去复查！至少得追踪两年。以后再改成一年复查一次！,,                        ,        ,        ,,,,,
            过了疫苗保护期，年龄一过，,抵抗力差等等，还是会复发。,有可能还是以前的型号，也有可能是新的型号，,,                        ,        ,        ,,,
            总之以后多注意身体保养就行了,,                        ,        ,        ,,,,,
            怎么转阴的，求助,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            还是要注意保养的,,                        ,        ,        ,,,,,
            一般hpv转阴半年左右没有异样，那就证明你的hpv感染已经完全好了。但是还是定期做宫颈癌检测。,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            尖锐湿疣怎样才算治愈?, ,,,,,,,,
            至少也得半年到一年,,                        ,        ,        ,,,,,
            还是尽早接种9价hpv疫苗哦，做好预防，同时加强锻炼提高免疫力。以后定期做检查就好了,,                        ,        ,        ,,,,,
            半年到一年,,                        ,        ,        ,,,,,
            这病心态放松，无需过多担心，我亲姐在香港，代理最新hpv9合1疫苗，得了抑制，没得预防，真的大力推荐，需要联系咨询我，,,                        ,        ,        ,,,,,
            hpv怎么治疗转阴最快，高危的，低度病变cin 1,,,,,,,,,
            高危的么，有做活检没有，hpv怎么治疗转阴最快就是提高免疫力，,,                        ,        ,        ,,,,,
            你现在最好是转阴后再要孩子吧，可以让大夫开一些干扰素之类的，然后吃高吉星蛋白硒，可以帮助转阴的，主要就是要提高免疫力，平时多注意保养，别熬夜吧，熬夜伤身体,,                        ,        ,,,,,,
            注意生活习惯和生活卫生，让医生开点药调理调理,,                        ,        ,        ,,,,,
